feature,feature_level,band,node_1,node_2,n_ADHD,n_Control,ADHD_mean_r,Control_mean_r,mean_difference_r,ADHD_median_r,Control_median_r,ADHD_mean_z,Control_mean_z,U_statistic,p_value,cohen_d_z,abs_cohen_d_z,rank_biserial,abs_rank_biserial,p_fdr_all,p_fdr_within_level,p_fdr_within_level_band,significant_uncorrected,significant_fdr_all,significant_fdr_within_level,significant_fdr_within_level_band,direction
F4_P8_theta_connectivity,channel,theta,F4,P8,61,60,-0.160770663810496,-0.1637296178322681,0.0029589540217720978,-0.2288024892954125,-0.21256676948329828,-0.16746077259571346,-0.18209709241942648,1898.0,0.7263956093709827,0.04245086855947042,0.04245086855947042,0.0371584699453551,0.0371584699453551,0.8664092606006449,0.8686269174995667,0.9000989072640438,False,False,False,False,ADHD > Control
P3_Fz_alpha_connectivity,channel,alpha,P3,Fz,61,60,-0.2947582590128837,-0.29630240242180117,0.0015441434089174533,-0.3063493513952844,-0.3532935797917979,-0.31547448798824873,-0.32794394769227136,1978.0,0.4444805193945519,0.041727119849745926,0.041727119849745926,0.08087431693989067,0.08087431693989067,0.6704247834201158,0.6741123620085887,0.7170393284572488,False,False,False,False,ADHD > Control
O2_Fz_delta_connectivity,channel,delta,O2,Fz,61,60,-0.5822926412654004,-0.5575642073924143,-0.024728433872986066,-0.5798436245614859,-0.5808234152737434,-0.7246950970789983,-0.7094142841258927,1739.0,0.6389569989690538,-0.040963601310518176,0.040963601310518176,-0.049726775956284164,0.049726775956284164,0.810610976621978,0.8095470203326478,0.9158000667513079,False,False,False,False,Control > ADHD
F7_Fz_beta_connectivity,channel,beta,F7,Fz,61,60,0.16631598029695321,0.16074843926196045,0.005567541034992768,0.1524137880572147,0.15222548174177764,0.1759944712363769,0.16790287350637578,1869.0,0.8418040830662081,0.04060983253233956,0.04060983253233956,0.021311475409836023,0.021311475409836023,0.9262403588752808,0.9257138148187883,0.8777347451483024,False,False,False,False,ADHD > Control
C4_F7_theta_connectivity,channel,theta,C4,F7,61,60,-0.34930784530616626,-0.3338444466485335,-0.015463398657632743,-0.3338365203848003,-0.3144571429083868,-0.3804799653922532,-0.3710522480419764,1700.0,0.5020065090084328,-0.03979861306084194,0.03979861306084194,-0.07103825136612019,0.07103825136612019,0.7126523774943242,0.7138720419163577,0.7464618525255826,False,False,False,False,Control > ADHD
temporal_parietal_delta_connectivity,regional,delta,temporal,parietal,61,60,-0.08908398796220143,-0.10463482527646197,0.015550837314260532,-0.1225668337480357,-0.13553583959721516,-0.09698595730102046,-0.10861131039690966,1906.0,0.6955040598511247,0.03956133423549837,0.03956133423549837,0.041530054644808745,0.041530054644808745,0.8520218939631375,0.8080371665779792,0.9935772283587497,False,False,False,False,ADHD > Control
F3_P4_delta_connectivity,channel,delta,F3,P4,61,60,-0.5695766712223598,-0.5490030394274477,-0.020573631794912117,-0.5594594689759149,-0.5974918249871813,-0.7256428906461385,-0.7093268271756571,1795.0,0.8580553818108096,-0.03931871944855982,0.03931871944855982,-0.01912568306010931,0.01912568306010931,0.9318451218462885,0.9315779922637724,0.9601196045065613,False,False,False,False,Control > ADHD
C3_F7_alpha_connectivity,channel,alpha,C3,F7,61,60,0.06518148908686536,0.08273149257860023,-0.01755000349173487,0.0806490698538256,0.08247338809835265,0.07876110394859938,0.09096753979578534,1711.0,0.5390096262635551,-0.03903872351314261,0.03903872351314261,-0.06502732240437159,0.06502732240437159,0.7419067859597223,0.7433116620247413,0.7691659127890856,False,False,False,False,Control > ADHD
T7_Fz_delta_connectivity,channel,delta,T7,Fz,61,60,0.12086800996867131,0.12810956200210452,-0.007241552033433213,0.0573840291780744,0.03594667856254295,0.15206339732820345,0.16862147542437209,1820.0,0.9607211917790262,-0.038486783183189294,0.038486783183189294,-0.005464480874316946,0.005464480874316946,0.9895546198266274,0.9888186569772025,0.9830020766420425,False,False,False,False,Control > ADHD
F8_Pz_delta_connectivity,channel,delta,F8,Pz,61,60,-0.46817213037847694,-0.4599220583201106,-0.008250072058366309,-0.4686448297952827,-0.4870081613898538,-0.5618003751109444,-0.5483826017229088,1864.0,0.86212790588116,-0.03801939257940638,0.03801939257940638,0.01857923497267766,0.01857923497267766,0.9318451218462885,0.9315779922637724,0.9601196045065613,False,False,False,False,Control > ADHD
P3_O1_delta_connectivity,channel,delta,P3,O1,61,60,0.6400462439244707,0.6151332687475061,0.02491297517696467,0.6649865977495045,0.6609011271467556,0.8899033875526821,0.8697982278846478,1889.0,0.7616859267565894,0.03760091017651005,0.03760091017651005,0.032240437158469915,0.032240437158469915,0.8840875965293854,0.884623897240286,0.9285413956848392,False,False,False,False,ADHD > Control
P4_O2_alpha_connectivity,channel,alpha,P4,O2,61,60,0.6295647174729494,0.5991291869583543,0.030435530514595133,0.6633883803376665,0.5775608058515035,0.8612686377182172,0.8420937448960816,1954.0,0.5220220256876376,0.03732811343764436,0.03732811343764436,0.06775956284152995,0.06775956284152995,0.7296215185286672,0.7316866097752953,0.7691659127890856,False,False,False,False,ADHD > Control
F3_T7_beta_connectivity,channel,beta,F3,T7,61,60,0.16184433734745582,0.1525945817698289,0.009249755577626917,0.1754168420053364,0.1666734018164352,0.17217986966542184,0.1631112942267581,1826.0,0.9855238044148572,0.03650962309177577,0.03650962309177577,-0.002185792349726823,0.002185792349726823,0.9937774447559078,0.9925618099301747,0.9913210032643565,False,False,False,False,ADHD > Control
O1_O2_alpha_connectivity,channel,alpha,O1,O2,61,60,0.29733868941249336,0.3038664661691947,-0.006527776756701353,0.2913811444209289,0.3109979861446867,0.3224858184091356,0.3315658751238943,1776.0,0.7815134410431278,-0.036296729659872906,0.036296729659872906,-0.02950819672131144,0.02950819672131144,0.8938637145580167,0.8939050061429756,0.8850251550885752,False,False,False,False,Control > ADHD
O2_T8_delta_connectivity,channel,delta,O2,T8,61,60,0.1765158832179276,0.15169643900992427,0.024819444208003333,0.0857103882723327,0.12133490690998724,0.2227453329074523,0.2051231329190118,1889.0,0.7616859267565894,0.03589438952390294,0.03589438952390294,0.032240437158469915,0.032240437158469915,0.8840875965293854,0.884623897240286,0.9285413956848392,False,False,False,False,ADHD > Control
C3_F8_delta_connectivity,channel,delta,C3,F8,61,60,-0.35173512618507236,-0.3357444771054265,-0.01599064907964587,-0.316344180342695,-0.33860399696080923,-0.43602569264558355,-0.419716005612214,1797.0,0.8662040980698235,-0.034972018699671634,0.034972018699671634,-0.0180327868852459,0.0180327868852459,0.9318451218462885,0.9315779922637724,0.9601196045065613,False,False,False,False,Control > ADHD
P3_Cz_beta_connectivity,channel,beta,P3,Cz,61,60,-0.2171376023356796,-0.21543209833163696,-0.0017055040040426517,-0.2218782540974897,-0.16164106258361394,-0.22833652314905312,-0.23583267088374174,1691.0,0.47276187997480656,0.034742738047098216,0.034742738047098216,-0.07595628415300548,0.07595628415300548,0.6928736864408096,0.6954174750597154,0.5537142566828214,False,False,False,False,Control > ADHD
F3_F8_theta_connectivity,channel,theta,F3,F8,61,60,-0.12296638450193495,-0.11209609017972808,-0.010870294322206875,-0.1089068485137295,-0.0863921201182808,-0.13392703516485155,-0.12484183363061623,1753.0,0.6916766701717882,-0.03438316406600328,0.03438316406600328,-0.042076502732240395,0.042076502732240395,0.8487693376345334,0.8493839181283719,0.8696816955836456,False,False,False,False,Control > ADHD
C3_C4_delta_connectivity,channel,delta,C3,C4,61,60,-0.23764863271744446,-0.23720341557699956,-0.00044521714044490346,-0.175292793251184,-0.25165131165336074,-0.30031116229927346,-0.3173425603220421,1848.0,0.9277142199529771,0.033406856821565835,0.033406856821565835,0.009836065573770592,0.009836065573770592,0.9706142994883749,0.9702699181159578,0.9775686736039624,False,False,False,False,Control > ADHD
P3_T8_delta_connectivity,channel,delta,P3,T8,61,60,-0.37504592421929994,-0.37478100685605314,-0.00026491736324679716,-0.3840090705166566,-0.3916941418646621,-0.45165588154893543,-0.4650955966559716,1896.0,0.7341908851377388,0.03164486439178577,0.03164486439178577,0.0360655737704918,0.0360655737704918,0.8714003292454473,0.8733679398855884,0.9285413956848392,False,False,False,False,Control > ADHD
Fz_Cz_alpha_connectivity,channel,alpha,Fz,Cz,61,60,-0.04880324182417577,-0.05544039903522502,0.006637157211049245,-0.0413654375001511,-0.0796048179185804,-0.05128992128404775,-0.058727111315707216,1867.0,0.8499217619077347,0.031236713740754925,0.031236713740754925,0.020218579234972722,0.020218579234972722,0.9281196917363498,0.9286685066212309,0.9140668005422807,False,False,False,False,ADHD > Control
O1_O2_theta_connectivity,channel,theta,O1,O2,61,60,0.31858717564744155,0.3179733679963632,0.0006138076510783241,0.3673504599809734,0.3757793150266177,0.350816663295487,0.3606119000264208,1778.0,0.7894851917756328,-0.03026521209950111,0.03026521209950111,-0.02841530054644814,0.02841530054644814,0.8976235749734708,0.897090763390682,0.9230270609717052,False,False,False,False,ADHD > Control
frontal_temporal_alpha_connectivity,regional,alpha,frontal,temporal,61,60,-0.07822834489637118,-0.08168800329051433,0.003459658394143153,-0.1298418654594474,-0.08548643943163844,-0.07934676449384617,-0.08573365071519319,1757.0,0.7070325207557318,0.027758159215118563,0.027758159215118563,-0.03989071038251368,0.03989071038251368,0.8560059281390465,0.8080371665779792,0.7070325207557318,False,False,False,False,ADHD > Control
Fp1_P7_delta_connectivity,channel,delta,Fp1,P7,61,60,0.03865466040342697,0.05535361464527885,-0.016698954241851874,0.0123720183001137,0.08485287959287044,0.07108692932155254,0.08528265372616115,1798.0,0.8702838520381111,-0.027618516305714616,0.027618516305714616,-0.01748633879781425,0.01748633879781425,0.934844968658149,0.9344963183580345,0.9601196045065613,False,False,False,False,Control > ADHD
T8_P8_delta_connectivity,channel,delta,T8,P8,61,60,0.3912132317843691,0.4018234840333112,-0.010610252248942076,0.4114544222363176,0.41472667804250823,0.5510271800593021,0.5338157452077387,1836.0,0.9772535264862411,0.027375495465560375,0.027375495465560375,0.003278688524590123,0.003278688524590123,0.9895546198266274,0.9888186569772025,0.9830020766420425,False,False,False,False,Control > ADHD
Fp1_Cz_delta_connectivity,channel,delta,Fp1,Cz,61,60,-0.374666192182053,-0.34740239619572183,-0.027263795986331163,-0.3797625549027582,-0.358192039582097,-0.44481940395689884,-0.43370195662870714,1772.0,0.765639396441885,-0.026691957088965677,0.026691957088965677,-0.031693989071038264,0.031693989071038264,0.8840875965293854,0.884623897240286,0.9285413956848392,False,False,False,False,Control > ADHD
Fp1_T7_delta_connectivity,channel,delta,Fp1,T7,61,60,0.22000951080290085,0.22408166157976991,-0.004072150776869066,0.2165596251984878,0.26717176950461224,0.2883554429867217,0.30144879214775633,1837.0,0.9731192486936427,-0.024909218223863726,0.024909218223863726,0.0038251366120218844,0.0038251366120218844,0.9895546198266274,0.9888186569772025,0.9830020766420425,False,False,False,False,Control > ADHD
Fz_Pz_delta_connectivity,channel,delta,Fz,Pz,61,60,0.06804775554537401,0.06619591433500133,0.0018518412103726845,-0.0706182609781474,0.04760332231130235,0.09675035935628438,0.08591658211269237,1802.0,0.8866363491539748,0.024894283657916398,0.024894283657916398,-0.015300546448087426,0.015300546448087426,0.9426207294970305,0.9417069298467683,0.9640204085094992,False,False,False,False,ADHD > Control
Fp1_Fp2_alpha_connectivity,channel,alpha,Fp1,Fp2,61,60,0.22866749186930554,0.23618091721409878,-0.00751342534479324,0.2952632340614777,0.3249647947045584,0.254957787672638,0.2647449049463314,1784.0,0.8135298162097783,-0.024498856694287818,0.024498856694287818,-0.025136612021857907,0.025136612021857907,0.9117578745137453,0.9107273228927797,0.894847492781305,False,False,False,False,Control > ADHD
F4_O1_alpha_connectivity,channel,alpha,F4,O1,61,60,-0.4843892206326367,-0.48136960785383764,-0.00301961277879903,-0.4883708742648764,-0.4725676501411502,-0.5395835016334748,-0.5358914768218652,1752.0,0.6878571411181829,-0.02410215562103758,0.02410215562103758,-0.042622950819672156,0.042622950819672156,0.8483962013110127,0.8492676615971788,0.8342097243348175,False,False,False,False,Control > ADHD
P3_T7_alpha_connectivity,channel,alpha,P3,T7,61,60,0.2143817292861919,0.2005574639240833,0.013824265362108595,0.200260953208713,0.2259101616041977,0.23210439105991407,0.22519911656611313,1875.0,0.8175550622199055,0.023398993538733502,0.023398993538733502,0.024590163934426146,0.024590163934426146,0.9134411497642153,0.913738010716365,0.894847492781305,False,False,False,False,ADHD > Control
O2_F7_theta_connectivity,channel,theta,O2,F7,61,60,-0.33473474063490366,-0.33784522680139,0.003110486166486348,-0.3497783818177712,-0.31165074183290964,-0.36403081406673254,-0.36921033833641026,1769.0,0.7537977152876235,0.023331040280282305,0.023331040280282305,-0.033333333333333326,0.033333333333333326,0.8840875965293854,0.884623897240286,0.9207100665298831,False,False,False,False,ADHD > Control
F8_P8_delta_connectivity,channel,delta,F8,P8,61,60,0.10733462918787413,0.12464042195193908,-0.01730579276406495,0.0568932077301529,0.12928740620091364,0.15220495987352817,0.1636281900783665,1771.0,0.7616859267565894,-0.02312684911072139,0.02312684911072139,-0.032240437158469915,0.032240437158469915,0.8840875965293854,0.884623897240286,0.9285413956848392,False,False,False,False,Control > ADHD
F7_T7_delta_connectivity,channel,delta,F7,T7,61,60,0.34735931495790234,0.3271931662023498,0.02016614875555256,0.3577139649730509,0.39239251852246804,0.4423985674131575,0.4304595539333984,1890.0,0.7577386676531782,0.02290776005538739,0.02290776005538739,0.032786885245901676,0.032786885245901676,0.8840875965293854,0.884623897240286,0.9285413956848392,False,False,False,False,ADHD > Control
Fp1_P4_delta_connectivity,channel,delta,Fp1,P4,61,60,-0.558379988185111,-0.573658294759303,0.015278306574191935,-0.5910684068463484,-0.5847291673672008,-0.7213204475028218,-0.7307526114213705,1871.0,0.8337031849126123,0.02263853588024467,0.02263853588024467,0.022404371584699545,0.022404371584699545,0.9215284059186737,0.9212487536029512,0.9601196045065613,False,False,False,False,ADHD > Control
O1_T7_alpha_connectivity,channel,alpha,O1,T7,61,60,0.02394247094352034,0.019759076197905186,0.004183394745615153,0.0038408168905956,0.005035187592815351,0.025518404703016632,0.02090761021991479,1824.0,0.9772535264862411,0.021583791946817272,0.021583791946817272,-0.003278688524590123,0.003278688524590123,0.9895546198266274,0.9888186569772025,0.9930024794967953,False,False,False,False,ADHD > Control
F4_O2_theta_connectivity,channel,theta,F4,O2,61,60,-0.2590598298101622,-0.25361807001461384,-0.00544175979554834,-0.3563963324331665,-0.318996245408218,-0.27683570847231737,-0.2836364945466855,1860.0,0.8784536185449483,0.0210728401637591,0.0210728401637591,0.016393442622950838,0.016393442622950838,0.9394393202755429,0.9388473048199135,0.9629203126358088,False,False,False,False,Control > ADHD
O1_Cz_beta_connectivity,channel,beta,O1,Cz,61,60,-0.27360532450222547,-0.2713964261743747,-0.0022088983278507612,-0.270301408517671,-0.2623820136260073,-0.28618966449023175,-0.2831760044730775,1831.0,0.9979318609043498,-0.02092453023514082,0.02092453023514082,0.0005464480874317612,0.0005464480874317612,1.0,0.9993929617255861,0.9979318609043498,False,False,False,False,Control > ADHD
Fp2_P4_theta_connectivity,channel,theta,Fp2,P4,61,60,-0.1979130433941476,-0.18920120853357067,-0.008711834860576917,-0.2793188443972561,-0.26670425953865196,-0.20947703949211163,-0.20262978161881265,1833.0,0.989659582415759,-0.020303371906681158,0.020303371906681158,0.0016393442622950616,0.0016393442622950616,0.9937774447559078,0.9925618099301747,0.989659582415759,False,False,False,False,Control > ADHD
parietal_occipital_delta_connectivity,regional,delta,parietal,occipital,61,60,0.6024788330312575,0.6198720742243046,-0.017393241193047082,0.6664974336117566,0.6600978968063582,0.783028670836692,0.7905531830239769,1830.0,1.0,-0.02028123501487417,0.02028123501487417,0.0,0.0,1.0,1.0,1.0,False,False,False,False,Control > ADHD
C4_F8_alpha_connectivity,channel,alpha,C4,F8,61,60,0.04533812700840522,0.0550330580630307,-0.009694931054625482,-0.0264638385818104,0.01145533224918285,0.05754405546066933,0.06409996095481568,1744.0,0.6575941174831956,-0.020259244609156256,0.020259244609156256,-0.04699453551912569,0.04699453551912569,0.8251267609321207,0.825310782309185,0.8207926575885143,False,False,False,False,Control > ADHD
T7_Cz_theta_connectivity,channel,theta,T7,Cz,61,60,-0.22754671592579756,-0.22135935286487313,-0.0061873630609244334,-0.2560268531028883,-0.2437595038170963,-0.24441655805223841,-0.23938014035029773,1767.0,0.7459351129253677,-0.019385415761308186,0.019385415761308186,-0.03442622950819674,0.03442622950819674,0.8795716966742121,0.8812083199325588,0.9176611820880423,False,False,False,False,Control > ADHD
F7_P7_delta_connectivity,channel,delta,F7,P7,61,60,0.1282763341298849,0.11902271358881186,0.009253620541073038,0.1179623780317175,0.09636145038160335,0.16262743871910623,0.15383617353882376,1852.0,0.9112537025272311,0.018848208600905438,0.018848208600905438,0.012021857923497192,0.012021857923497192,0.9631353001893654,0.9618789082231884,0.9775686736039624,False,False,False,False,ADHD > Control
